source1_entity_id	candidate_entity_ids
S1-816918307	S2-802438769,S2-547496192,S2-176219321,S2-252665904,S2-207608932,S2-491137405,S2-569183399,S2-608282692,S2-963372878,S2-900571670,S2-6523777,S2-221800804,S2-769268513,S2-555292686,S2-493189574,S2-249946131,S2-620762671,S2-413305451,S2-670874062,S2-409835728,S3-859464079,S3-524210130,S3-813159602,S3-30764946,S3-530750848,S3-935646230,S3-775936416,S3-852440853,S3-995970117,S3-800419371,S3-923072194,S3-766882212,S3-73958887,S3-648514015,S3-338891196,S3-717005249,S3-140381205,S3-266246110,S3-998066711,S3-987595283
S1-52153457	S2-934653449,S2-164411436,S2-776115813,S2-837195716,S2-735350986,S2-996605554,S2-568013351,S2-453755879,S2-261501962,S2-939401759,S2-749754768,S2-671119196,S2-155995224,S2-631088052,S2-691296000,S2-284462419,S2-978193459,S2-143289999,S2-240947445,S2-499752072,S3-503022614,S3-714453823,S3-842491526,S3-378335881,S3-13001396,S3-263830720,S3-255150389,S3-931358398,S3-640220526,S3-146112334,S3-907162129,S3-614540693,S3-377395024,S3-822054535,S3-873843387,S3-411652215,S3-803086345,S3-271028931,S3-242482810,S3-707120342
S1-867332501	S2-476517994,S2-45980476,S2-367359524,S2-802139902,S2-257502243,S2-983485843,S2-163613686,S2-596391471,S2-870624493,S2-243953781,S2-149615437,S2-847317890,S2-972563306,S2-215602689,S2-808542221,S2-205655615,S2-317208504,S2-710759094,S2-628801419,S2-966217193,S3-990272974,S3-794561810,S3-433030934,S3-892798465,S3-764584652,S3-828552727,S3-979282129,S3-258975249,S3-740862441,S3-685503406,S3-906409447,S3-440398099,S3-182835720,S3-515959004,S3-305804314,S3-799706153,S3-742046371,S3-51136306,S3-972343990,S3-930259562
S1-969300060	S2-442767646,S2-49862523,S2-410801265,S2-736774235,S2-806392216,S2-651905339,S2-978987912,S2-542711036,S2-228506206,S2-458490059,S2-887507590,S2-64329714,S2-362717050,S2-162083239,S2-521338800,S2-870380796,S2-985328296,S2-213479928,S2-195946733,S2-400195462,S3-780626475,S3-411872979,S3-420754910,S3-551116384,S3-435464736,S3-87040830,S3-505802559,S3-110887374,S3-480343660,S3-859188792,S3-598392265,S3-862753957,S3-599752884,S3-546476000,S3-885067646,S3-774854286,S3-851471320,S3-927592877,S3-506554147,S3-346726503
S1-930501805	S2-348035426,S2-319466073,S2-491729969,S2-245755593,S2-820819917,S2-478834471,S2-814072692,S2-840686664,S2-134949537,S2-891895678,S2-79644984,S2-418963724,S2-807796410,S2-764916381,S2-906737682,S2-108197339,S2-251831343,S2-217223981,S2-241738933,S2-751255525,S3-189159408,S3-373725097,S3-566505302,S3-574748810,S3-720754323,S3-743895577,S3-475155205,S3-786661938,S3-984662175,S3-849661499,S3-771818502,S3-828012460,S3-766403888,S3-678423887,S3-190890227,S3-579528681,S3-156537725,S3-580000097,S3-190233639,S3-914503181
S1-474452362	S2-418085510,S2-519105199,S2-363080475,S2-545403249,S2-797034424,S2-863288810,S2-965929326,S2-422276940,S2-842455465,S2-426007255,S2-434244524,S2-953573364,S2-347314232,S2-85144335,S2-198893626,S2-23982271,S2-376011188,S2-331733497,S2-187096393,S2-260131700,S3-624231483,S3-723563745,S3-944976556,S3-64868920,S3-191115514,S3-943311709,S3-687266952,S3-628917408,S3-313353878,S3-748074853,S3-733725101,S3-908602349,S3-930549522,S3-557752056,S3-369429761,S3-140718131,S3-354580740,S3-909513648,S3-477375109,S3-77607870
S1-802731895	S2-119369314,S2-402714269,S2-553510214,S2-500690532,S2-238498535,S2-523622639,S2-815660913,S2-982874098,S2-321409000,S2-552014810,S2-176849954,S2-907512113,S2-794023455,S2-852298556,S2-606224920,S2-319267041,S2-517625965,S2-195598385,S2-780745492,S2-267535144,S3-166474783,S3-768013266,S3-250453655,S3-898305988,S3-515551240,S3-399101364,S3-220614352,S3-267792589,S3-867363732,S3-449750606,S3-377110283,S3-277191570,S3-873813067,S3-454758935,S3-19974736,S3-229912317,S3-273067178,S3-970063284,S3-83948463,S3-553198430
S1-39733947	S2-668003657,S2-946302052,S2-761740843,S2-678607409,S2-503462713,S2-36877023,S2-263120945,S2-464776473,S2-382746367,S2-513325216,S2-673841204,S2-926597840,S2-588803791,S2-870379421,S2-724578744,S2-394629152,S2-978665122,S2-697133366,S2-179705599,S2-900778126,S3-463520465,S3-317528341,S3-141015950,S3-828529434,S3-583305531,S3-300901896,S3-490981961,S3-372085852,S3-846732935,S3-445482340,S3-934036934,S3-425263573,S3-859552447,S3-717952466,S3-329930909,S3-214111305,S3-610677383,S3-795830067,S3-549558030,S3-744887402
S1-807424751	S2-792048005,S2-626929468,S2-309142747,S2-404436919,S2-806262591,S2-350723641,S2-535679954,S2-636426908,S2-403901838,S2-812146543,S2-446998933,S2-586906337,S2-474475305,S2-226000422,S2-5709083,S2-63273126,S2-903108512,S2-803775063,S2-202704712,S2-140559140,S3-980484989,S3-144784336,S3-478913193,S3-591353203,S3-831124266,S3-175489145,S3-908477075,S3-816166341,S3-262167067,S3-134229320,S3-252729037,S3-265046531,S3-913329144,S3-108303358,S3-444796912,S3-737872235,S3-755328107,S3-221586001,S3-701022911,S3-952944339
S1-269499779	S2-236502124,S2-511490226,S2-644742582,S2-426150414,S2-151829284,S2-623584914,S2-903513457,S2-195982060,S2-862624075,S2-531447111,S2-56923133,S2-160750767,S2-318096981,S2-480773024,S2-301501299,S2-24986701,S2-911642902,S2-748262974,S2-781915548,S2-882848533,S3-49888643,S3-409576918,S3-652379511,S3-463023353,S3-143617015,S3-737442488,S3-714024418,S3-936056802,S3-663174774,S3-462432921,S3-364861055,S3-309891012,S3-591335227,S3-343205595,S3-390603382,S3-815023772,S3-408028445,S3-58509659,S3-204862581,S3-182809268
S1-574528784	S2-23221967,S2-681129137,S2-804802066,S2-530027044,S2-291848662,S2-767973000,S2-873353134,S2-451952605,S2-433089521,S2-142293348,S2-932194705,S2-986891816,S2-30242438,S2-726602275,S2-864979545,S2-67751015,S2-297281647,S2-813913309,S2-413015824,S2-830784373,S3-863804812,S3-790769308,S3-575850065,S3-573482994,S3-57162897,S3-429285710,S3-78872148,S3-227910521,S3-791800606,S3-648791962,S3-484859638,S3-121196128,S3-175609958,S3-943337372,S3-325801803,S3-114227196,S3-334972211,S3-194604569,S3-51438687,S3-826018699
S1-402621048	S2-451677156,S2-869492269,S2-731868812,S2-115562911,S2-614472975,S2-292456091,S2-70948688,S2-425698283,S2-590384314,S2-525880026,S2-705800347,S2-339349630,S2-531068993,S2-271681337,S2-995496725,S2-626709174,S2-924094772,S2-198448715,S2-786491912,S2-349782384,S3-171280367,S3-612691229,S3-986739557,S3-50337221,S3-884473350,S3-202080169,S3-912483152,S3-628927426,S3-171351058,S3-315248122,S3-654762018,S3-409244003,S3-23295928,S3-260419415,S3-611038334,S3-730992687,S3-791987571,S3-872013487,S3-466227033,S3-823140747
S1-684202485	S2-658555204,S2-502577706,S2-488587790,S2-252357577,S2-113028239,S2-133043449,S2-726196608,S2-651479454,S2-55225145,S2-600947347,S2-476721040,S2-951998320,S2-318372707,S2-153165012,S2-730414002,S2-892595209,S2-287804241,S2-656423440,S2-803115494,S2-480421778,S3-278077802,S3-345363442,S3-971812485,S3-914141610,S3-599148155,S3-462954346,S3-643130095,S3-932362388,S3-356798078,S3-476686556,S3-650602551,S3-731481673,S3-310896472,S3-516425470,S3-294208174,S3-272219503,S3-194827762,S3-380089906,S3-938972349,S3-565366910
S1-85238196	S2-587178361,S2-909791065,S2-69467014,S2-450973550,S2-702572252,S2-742333680,S2-12195882,S2-13925585,S2-372153637,S2-96068662,S2-790507561,S2-614712353,S2-4470037,S2-629571061,S2-930240654,S2-582385959,S2-949958840,S2-623964562,S2-574598543,S2-137653324,S3-65281549,S3-687595266,S3-132801652,S3-693592464,S3-718580991,S3-521496466,S3-155892079,S3-307774530,S3-194928301,S3-70171754,S3-330691572,S3-51061221,S3-996272883,S3-683793652,S3-660686302,S3-489831241,S3-561165244,S3-601001414,S3-457708915,S3-820083235
S1-569369299	S2-272834296,S2-477076907,S2-90883746,S2-999944873,S2-585610563,S2-512169825,S2-592018357,S2-968256928,S2-2801380,S2-759414708,S2-718616529,S2-923451770,S2-722246594,S2-639459227,S2-355378370,S2-326899624,S2-391532098,S2-934099656,S2-808427861,S2-587513546,S3-301257514,S3-432004076,S3-785306303,S3-627231769,S3-202121629,S3-662565118,S3-811162048,S3-966015395,S3-332741627,S3-333052937,S3-774339907,S3-951751701,S3-434489196,S3-585710641,S3-210737726,S3-510359924,S3-927020464,S3-128417580,S3-656173093,S3-354847323
S1-559615219	S2-91615048,S2-921985481,S2-465552162,S2-417366450,S2-694467034,S2-970173081,S2-480340961,S2-898966549,S2-278802249,S2-862367208,S2-425925034,S2-506557616,S2-849098189,S2-956609737,S2-974763778,S2-302972238,S2-161474966,S2-707013140,S2-717068052,S2-647195790,S3-239637008,S3-83945806,S3-623721955,S3-137948956,S3-367686039,S3-25970933,S3-489470653,S3-672372364,S3-962656241,S3-111685811,S3-580084066,S3-67440799,S3-233297931,S3-475727086,S3-995664513,S3-605590373,S3-295402122,S3-929453903,S3-324929703,S3-470511026
S1-684318101	S2-934647917,S2-528048709,S2-879802083,S2-391532098,S2-737028370,S2-245956900,S2-718616529,S2-689550445,S2-676871560,S2-585610563,S2-722246594,S2-134400497,S2-63091158,S2-371010872,S2-204895581,S2-989476242,S2-356736099,S2-592018357,S2-737466817,S2-639459227,S3-937399143,S3-752707561,S3-790911062,S3-425548346,S3-345723933,S3-774339907,S3-217811611,S3-148090531,S3-309652747,S3-284311273,S3-83749988,S3-96958968,S3-702224620,S3-128417580,S3-441977033,S3-210737726,S3-671443118,S3-742533581,S3-50808015,S3-76033373
S1-503487168	S2-814268247,S2-874720845,S2-925049868,S2-108680526,S2-575003280,S2-556291706,S2-154488968,S2-504240781,S2-407282202,S2-593541268,S2-113094640,S2-186208794,S2-802395851,S2-923755234,S2-711321945,S2-753507114,S2-376843138,S2-639191734,S2-973459618,S2-732893907,S3-607305086,S3-703130649,S3-493263518,S3-717746605,S3-795382563,S3-783623195,S3-295209532,S3-991348616,S3-431969322,S3-955570190,S3-553123997,S3-181319095,S3-256038724,S3-80249058,S3-249612870,S3-263456985,S3-867152703,S3-155717596,S3-545844339,S3-67706668
S1-967139755	S2-673138977,S2-893707401,S2-20296315,S2-969083209,S2-649383997,S2-549664726,S2-917120616,S2-587691361,S2-664862069,S2-176460599,S2-533657049,S2-585685802,S2-166397583,S2-617213165,S2-722070634,S2-829878729,S2-137468128,S2-498685534,S2-619681271,S2-908744447,S3-526227621,S3-701022911,S3-731437205,S3-296651603,S3-429797955,S3-952944339,S3-456745373,S3-53796663,S3-920208922,S3-644665380,S3-464391993,S3-319124348,S3-167359410,S3-182021014,S3-643950764,S3-906822208,S3-603716415,S3-216402538,S3-908477075,S3-937854026
S1-983819279	S2-898278033,S2-572665197,S2-559151764,S2-541663918,S2-574213109,S2-314773426,S2-412749886,S2-477073381,S2-773873595,S2-947784266,S2-347839530,S2-66354294,S2-84473557,S2-562681078,S2-139729712,S2-682864165,S2-719118364,S2-507544755,S2-884119882,S2-753125951,S3-272828737,S3-20515362,S3-262970827,S3-356817222,S3-830056259,S3-452139483,S3-437312591,S3-343674904,S3-589489453,S3-318559536,S3-170584176,S3-589613152,S3-525250905,S3-384835400,S3-263851904,S3-900221638,S3-408625464,S3-304216379,S3-22714107,S3-922101683
S1-577269922	S2-596499554,S2-480545250,S2-228400832,S2-210791875,S2-960666794,S2-858498846,S2-562063913,S2-769708983,S2-114577372,S2-125094925,S2-792242593,S2-235808422,S2-59388278,S2-892453924,S2-381690307,S2-817096464,S2-762478687,S2-822280914,S2-656423440,S2-855154806,S3-332996148,S3-328253540,S3-896729549,S3-955554835,S3-943632660,S3-505766547,S3-495431815,S3-151173639,S3-129879169,S3-109958778,S3-316307606,S3-919652692,S3-540197726,S3-636461146,S3-70848679,S3-368439725,S3-793445529,S3-479550322,S3-959885905,S3-420974392
S1-87832748	S2-355378370,S2-103737875,S2-193242233,S2-132260715,S2-693228393,S2-824850781,S2-931636837,S2-850645284,S2-395671932,S2-344366294,S2-109926935,S2-140827328,S2-28080211,S2-808427861,S2-556404765,S2-431172890,S2-380367718,S2-953069630,S2-580567845,S2-407990681,S3-160961194,S3-884176566,S3-495716237,S3-447236069,S3-171973454,S3-934087460,S3-689534375,S3-175307813,S3-743551346,S3-366058287,S3-606768697,S3-211649020,S3-267650734,S3-697555481,S3-707051505,S3-281563160,S3-575450230,S3-189311961,S3-284591976,S3-473271250
S1-295346696	S2-409007322,S2-744092910,S2-822681145,S2-869919762,S2-471300498,S2-908572167,S2-288571937,S2-720019531,S2-964135117,S2-38041241,S2-324546780,S2-243346746,S2-186323318,S2-429270930,S2-857226482,S2-322200446,S2-778272158,S2-353152131,S2-229349696,S2-330578088,S3-739591793,S3-609100325,S3-41869002,S3-769885102,S3-253568336,S3-445918388,S3-650753324,S3-855928482,S3-376418561,S3-813037581,S3-238163431,S3-122144990,S3-215233969,S3-900112055,S3-276954703,S3-110007737,S3-936193479,S3-581781272,S3-203608044,S3-461821501
S1-252468250	S2-424685560,S2-851419824,S2-890166346,S2-483664236,S2-511325118,S2-199719349,S2-219081517,S2-259586092,S2-253948765,S2-40757259,S2-546413750,S2-580171629,S2-418297862,S2-875282236,S2-403270821,S2-550916245,S2-906594171,S2-788196668,S2-409073014,S2-454637476,S3-961620538,S3-200326376,S3-47754627,S3-873746204,S3-437919565,S3-23882359,S3-750080099,S3-291331482,S3-575416059,S3-238462335,S3-302904378,S3-478838547,S3-965232619,S3-4032151,S3-366109238,S3-486538431,S3-325259988,S3-472452073,S3-308342443,S3-565546843
S1-781801397	S2-606274749,S2-289561899,S2-792175945,S2-808968574,S2-554379842,S2-617587787,S2-287056624,S2-775834761,S2-74912632,S2-950221059,S2-254520343,S2-600082969,S2-717552019,S2-593430147,S2-977747298,S2-829911136,S2-903042012,S2-748140504,S2-348338194,S2-84727154,S3-363665863,S3-714054761,S3-809227968,S3-571306051,S3-972514040,S3-139689845,S3-288578496,S3-725569924,S3-962890967,S3-538147928,S3-111780978,S3-373380360,S3-544576653,S3-98685182,S3-467050341,S3-599414042,S3-878758658,S3-514288089,S3-213411221,S3-993545809
S1-669434847	S2-142528141,S2-414017322,S2-451075753,S2-936408136,S2-183781829,S2-1718254,S2-144140225,S2-794675687,S2-991340910,S2-482520062,S2-201719837,S2-985004792,S2-629444167,S2-4011791,S2-860330134,S2-270552379,S2-282814499,S2-373852729,S2-336505060,S2-242643000,S3-690145089,S3-826340882,S3-757435582,S3-861132193,S3-277721034,S3-485099465,S3-319025505,S3-179668499,S3-907435439,S3-404962708,S3-642112996,S3-35954561,S3-372262965,S3-821998947,S3-386935117,S3-538600421,S3-622232792,S3-537057992,S3-573001788,S3-176796094
S1-570053103	S2-420617297,S2-643358718,S2-73971417,S2-686535448,S2-566456521,S2-174322448,S2-829537282,S2-105254689,S2-316373658,S2-126300823,S2-586597229,S2-702406468,S2-50524803,S2-34297275,S2-242727236,S2-202291881,S2-140420712,S2-232586917,S2-132199628,S2-380727629,S3-792671879,S3-118589657,S3-69466543,S3-737639982,S3-157588710,S3-767766339,S3-3160005,S3-385258684,S3-283011793,S3-954632530,S3-788883176,S3-133651765,S3-481997646,S3-609933190,S3-14562505,S3-664774958,S3-51514182,S3-731245361,S3-329981915,S3-126494435
S1-736469556	S2-367560858,S2-77639793,S2-498527838,S2-857311949,S2-649103744,S2-536893549,S2-941618718,S2-797203067,S2-379225019,S2-427313552,S2-882548317,S2-919315663,S2-399669447,S2-365338688,S2-671689106,S2-25603252,S2-377040108,S2-979138883,S2-426848224,S2-206757301,S3-625961863,S3-927881041,S3-128915352,S3-651648339,S3-757331862,S3-868134950,S3-720915882,S3-420355541,S3-177508527,S3-890237527,S3-264729325,S3-818491643,S3-64669969,S3-975823346,S3-15281092,S3-135912001,S3-35378761,S3-346864751,S3-981142977,S3-583771140
S1-483126440	S2-265013845,S2-940810751,S2-398898639,S2-46251183,S2-194780367,S2-675089736,S2-128112827,S2-381027570,S2-515388310,S2-684535262,S2-16371592,S2-275270455,S2-889918513,S2-436781854,S2-86294606,S2-767196124,S2-141238932,S2-981035231,S2-369600726,S2-440910055,S3-660240039,S3-783154438,S3-479140661,S3-443024308,S3-168769509,S3-62237303,S3-66230358,S3-755324329,S3-21047356,S3-962999397,S3-866191475,S3-165000126,S3-319094923,S3-288590659,S3-443779192,S3-690700349,S3-349957292,S3-382669926,S3-5049219,S3-337522676
S1-270951405	S2-633185657,S2-335644017,S2-562299673,S2-907810221,S2-152982672,S2-525515063,S2-999770786,S2-402716120,S2-220191670,S2-178104474,S2-425650737,S2-36518115,S2-465574609,S2-566848302,S2-838697915,S2-110742572,S2-937865505,S2-991960572,S2-578696051,S2-835924702,S3-69832176,S3-956326101,S3-547906815,S3-597938537,S3-666203448,S3-280079740,S3-505869163,S3-201407339,S3-427185605,S3-466001052,S3-741952933,S3-636217577,S3-289349995,S3-521921590,S3-282786781,S3-101904473,S3-747949423,S3-80555062,S3-867233193,S3-567284016
S1-520799361	S2-372383814,S2-680487416,S2-253627810,S2-500592920,S2-608828960,S2-518582660,S2-188894476,S2-691829460,S2-371352934,S2-327734568,S2-435313319,S2-229490354,S2-928171779,S2-93937019,S2-61912978,S2-621313018,S2-164086915,S2-946679445,S2-48835587,S2-454289311,S3-83670032,S3-571402344,S3-244937340,S3-755522664,S3-678235512,S3-49368335,S3-498049278,S3-397829203,S3-543088599,S3-746921373,S3-537850899,S3-697777240,S3-901859432,S3-49766610,S3-790687673,S3-734821598,S3-710381756,S3-655604624,S3-376286566,S3-120316299
S1-81033582	S2-803189444,S2-390533432,S2-144041506,S2-555416193,S2-109120952,S2-539314343,S2-523971117,S2-474177298,S2-97935949,S2-943135226,S2-915020741,S2-171968922,S2-397509680,S2-610019948,S2-411407927,S2-769124073,S2-708949144,S2-545388792,S2-817771529,S2-999548180,S3-730893343,S3-109650276,S3-747368609,S3-369125677,S3-595243108,S3-514062471,S3-716912871,S3-618870695,S3-238370420,S3-204502098,S3-983812890,S3-91665619,S3-449062043,S3-497217035,S3-184433626,S3-230316286,S3-790613722,S3-415828866,S3-254382927,S3-756029091
S1-56410032	S2-371153547,S2-793378361,S2-321446922,S2-774940619,S2-482171281,S2-689543554,S2-959015092,S2-24017245,S2-960031754,S2-526548724,S2-906633662,S2-895992482,S2-222993917,S2-622967853,S2-350375421,S2-505768532,S2-302800954,S2-991504357,S2-165400470,S2-461642633,S3-387275929,S3-584544304,S3-739593807,S3-571260681,S3-681686939,S3-885879083,S3-993653125,S3-953615282,S3-715252751,S3-47365271,S3-709685407,S3-36585545,S3-74945654,S3-492385472,S3-337256424,S3-82758255,S3-39115533,S3-807923077,S3-947841255,S3-309561237
S1-518847572	S2-87830401,S2-308151671,S2-71943536,S2-217622525,S2-368483550,S2-557722246,S2-785746031,S2-378353934,S2-332053988,S2-175562534,S2-21645518,S2-592900290,S2-327903485,S2-240687382,S2-227314709,S2-1734121,S2-722178367,S2-799748806,S2-241569777,S2-66631280,S3-404004633,S3-24654796,S3-910268323,S3-505997632,S3-556275729,S3-676274168,S3-133695874,S3-996303827,S3-762858573,S3-514925081,S3-740403612,S3-375305147,S3-65180753,S3-694625837,S3-906885791,S3-488555385,S3-323021460,S3-36753388,S3-773711855,S3-572130571
S1-776267063	S2-220178850,S2-960402400,S2-549064643,S2-569403337,S2-384223416,S2-362618978,S2-91222116,S2-971885347,S2-265722826,S2-765294441,S2-963387733,S2-14833563,S2-358396633,S2-502078035,S2-766721844,S2-736753207,S2-773388064,S2-783392194,S2-547059865,S2-393945320,S3-163593980,S3-779679622,S3-850011953,S3-852791044,S3-506554147,S3-876323177,S3-881004538,S3-943916703,S3-514529646,S3-939668668,S3-895406650,S3-600165323,S3-759071755,S3-606960520,S3-124948243,S3-602532064,S3-579614028,S3-723869790,S3-696457225,S3-205245488
S1-35309228	S2-236486600,S2-139193275,S2-539328468,S2-162462186,S2-869408675,S2-287559560,S2-345701197,S2-529024396,S2-203390786,S2-434947124,S2-841849944,S2-618350432,S2-98410580,S2-898130491,S2-702588841,S2-977140870,S2-750042518,S2-359764492,S2-641567965,S2-737761124,S3-224490349,S3-372045772,S3-425000228,S3-495136518,S3-504098534,S3-12789377,S3-878782457,S3-562188415,S3-223979559,S3-639075633,S3-585414634,S3-326241386,S3-304658470,S3-521627926,S3-105306157,S3-207109420,S3-815662862,S3-149072483,S3-418245470,S3-919058692
S1-493139457	S2-946072848,S2-765715070,S2-232178094,S2-224128566,S2-405256834,S2-48456517,S2-710755246,S2-775645732,S2-413110201,S2-816159675,S2-847525230,S2-646969997,S2-760152848,S2-266010026,S2-109448412,S2-858510706,S2-928208066,S2-45892249,S2-754632405,S2-298642925,S3-613967950,S3-387637873,S3-992571709,S3-252988354,S3-662151146,S3-124504221,S3-567691471,S3-509349579,S3-73735627,S3-781659071,S3-973140508,S3-692515774,S3-130614843,S3-509086279,S3-189656635,S3-124044603,S3-829668623,S3-896278285,S3-475233365,S3-928427614
S1-895087526	S2-582941382,S2-120123101,S2-442272503,S2-905830955,S2-832979530,S2-859790502,S2-697183245,S2-619262991,S2-132001975,S2-458572579,S2-844678678,S2-317183088,S2-595302814,S2-883405648,S2-912295292,S2-326004012,S2-694283742,S2-343995110,S2-315517780,S2-409888776,S3-438853019,S3-712453793,S3-919398167,S3-86306991,S3-751196372,S3-780076235,S3-446711063,S3-244849476,S3-857641927,S3-716556192,S3-9889402,S3-934711787,S3-492309152,S3-973510151,S3-79707850,S3-672074041,S3-84163564,S3-311662116,S3-581636508,S3-376580051
